Station Code,Station Name,Planning Area,Region,NS,EW,CG,NE,BP LRT,Sengkang LRT,Punggol LRT,CC,DT,TE,LRT/MRT,No of lines,No of lines opened,Line 1,Line 2,Line 3,Opening 1,Opening 2,Opening 3,Bus Interchange,Bus Terminal,Others,Connections to Other,Connection to other transport means
DT27,Ubi,Geylang,CENTRAL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MRT,1,1,DT,NA,NA,21/10/2017,NA,NA,FALSE,FALSE,FALSE,0,
DT34,Upper Changi,Tampines,EAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MRT,1,1,DT,NA,NA,21/10/2017,NA,NA,FALSE,FALSE,FALSE,0,
TE8,Upper Thomson,Bishan,CENTRAL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,MRT,1,0,TE,NA,NA,TBA,NA,NA,FALSE,FALSE,FALSE,0,
NS9 TE2,Woodlands,Woodlands,NORTH,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,MRT,2,1,NS,TE,NA,10/2/1996,TBA,NA,TRUE,FALSE,FALSE,1, Woodlands Temporary Bus Interchange
TE1,Woodlands North,Woodlands,NORTH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,MRT,1,0,TE,NA,NA,TBA,NA,NA,FALSE,FALSE,FALSE,0,
TE3,Woodlands South,Woodlands,NORTH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,MRT,1,0,TE,NA,NA,TBA,NA,NA,FALSE,FALSE,FALSE,0,
NE11,Woodleigh,Toa Payoh,CENTRAL,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,MRT,1,1,NE,NA,NA,20/6/2011,NA,NA,FALSE,FALSE,FALSE,0,
DT36,Xilin,Tampines,EAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,MRT,1,0,DT,NA,NA,TBA,NA,NA,FALSE,FALSE,FALSE,0,
NS5,Yew Tee,Choa Chu Kang,WEST,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,MRT,1,1,NS,NA,NA,10/2/1996,NA,NA,FALSE,FALSE,FALSE,0,
NS15,Yio Chu Kang,Ang Mo Kio,NORTH-EAST,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,MRT,1,1,NS,NA,NA,7/11/1987,NA,NA,TRUE,FALSE,FALSE,1, Yio Chu Kang Bus Interchange
NS13,Yishun,Yishun,NORTH,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,MRT,1,1,NS,NA,NA,20/12/1988,NA,NA,TRUE,FALSE,FALSE,1, Yishun Temporary Bus Interchange
