HDB Address,Vincenty Distance in km,MRT Station Code,Walking Distance in Meters ,Walking Duration in Minutes,Station Name,NS,EW,CG,NE,BP LRT,Sengkang LRT,Punggol LRT,CC,DT,TE,LRT/MRT,No of lines,No of lines opened,Line 1,Line 2,Line 3,Opening 1,Opening 2,Opening 3,Bus Interchange,Bus Terminal,Others,Connections to Other,n_bus_station_1_km,n_subway_station_1_km,n_cafe_1_km,n_restaurant_1_km,n_school_1_km,n_shopping_mall_1_km,n_supermarket_1_km,n_park_1_km,n_bus_station_0.5_km,n_subway_station_0.5_km,n_cafe_0.5_km,n_restaurant_0.5_km,n_school_0.5_km,n_shopping_mall_0.5_km,n_supermarket_0.5_km,n_park_0.5_km
Blk+83+COMMONWEALTH+CL+Singapore,0.3564133193201152,EW20,792,9.883333333,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,41,2,60,60,33,5,7,3,10,1,25,39,9,0,2,1
Blk+97+COMMONWEALTH+CRES+Singapore,0.5444541520037063,EW20,828,10.51666667,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,35,2,60,60,33,5,6,2,8,0,21,33,5,0,1,0
Blk+95+COMMONWEALTH+DR+Singapore,0.463413145207673,EW20,725,9.283333333,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,39,2,60,60,34,5,6,2,10,1,23,35,6,0,1,0
Blk+98+COMMONWEALTH+CRES+Singapore,0.6081353624405597,EW20,812,10.35,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,36,2,60,60,32,5,6,2,8,0,21,33,5,0,1,0
Blk+93+COMMONWEALTH+DR+Singapore,0.3834292548833465,EW20,610,7.95,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,42,2,60,60,33,5,7,2,9,1,24,37,11,0,2,1
Blk+85+COMMONWEALTH+CL+Singapore,0.23131234602038656,EW20,447,6.1166666670000005,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,43,2,60,60,34,5,7,6,11,1,33,60,12,0,3,2
Blk+101+COMMONWEALTH+CRES+Singapore,0.5987242531790734,CC21,866,10.71666667,Holland Village,False,False,False,False,False,False,False,True,False,False,MRT,1,1,CC,,,8/10/2011,,,False,False,False,0,35,2,60,60,33,4,7,2,8,0,21,35,6,0,1,0
Blk+90+COMMONWEALTH+DR+Singapore,0.3668425194087512,EW20,528,7.05,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,45,2,60,60,36,5,7,2,9,1,24,39,11,0,2,1
Blk+7+COMMONWEALTH+AVE+Singapore,0.5296938532257299,EW21 CC22,707,9.733333333,Buona Vista,False,True,False,False,False,False,False,True,False,False,MRT,2,2,EW,CC,,12/3/1988,8/10/2011,,False,True,False,1,42,4,60,60,49,8,13,5,12,1,38,60,17,4,5,0
Blk+410+COMMONWEALTH+AVE+WEST+Singapore,0.6795460881330198,EW23,914,11.71666667,Clementi,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,True,False,False,1,51,1,60,60,60,9,15,4,17,0,13,25,9,1,5,2
Blk+110+COMMONWEALTH+CRES+Singapore,0.4895603093132867,EW20,647,8.6,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,41,4,60,60,37,5,7,2,10,1,25,41,15,2,1,0
Blk+100+COMMONWEALTH+CRES+Singapore,0.6722599579235974,EW20,844,10.86666667,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,35,2,60,60,32,4,7,2,8,0,21,34,5,0,1,0
Blk+88+COMMONWEALTH+CL+Singapore,0.29546024139170474,EW20,440,6.05,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,46,3,60,60,35,5,7,6,9,1,31,48,13,0,2,2
Blk+84+COMMONWEALTH+CL+Singapore,0.15656059074806905,EW20,524,7.0,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,43,2,60,60,36,5,7,7,11,1,40,60,12,0,3,2
Blk+412+COMMONWEALTH+AVE+WEST+Singapore,0.810641830201413,EW23,956,12.2,Clementi,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,True,False,False,1,48,2,60,60,60,9,15,4,16,0,10,17,12,1,4,2
Blk+413+COMMONWEALTH+AVE+WEST+Singapore,0.8282346385975009,EW23,974,12.36666667,Clementi,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,True,False,False,1,47,2,58,60,60,6,13,3,18,0,10,17,14,1,4,2
Blk+415+COMMONWEALTH+AVE+WEST+Singapore,0.7863315803841344,EW22,947,11.63333333,Dover,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,18/10/2001,,,False,False,False,0,44,2,58,60,60,6,13,3,14,0,10,16,13,1,4,2
Blk+414+COMMONWEALTH+AVE+WEST+Singapore,0.7860139526726796,EW22,819,10.4,Dover,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,18/10/2001,,,False,False,False,0,48,2,58,60,60,6,13,3,17,0,10,17,14,1,4,2
Blk+81+COMMONWEALTH+CL+Singapore,0.2803386291695564,EW20,699,8.9,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,41,2,60,60,32,5,6,6,9,1,31,58,11,0,3,2
Blk+87+COMMONWEALTH+CL+Singapore,0.27672330668417217,EW20,452,6.183333332999999,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,44,3,60,60,35,5,7,6,10,1,31,58,12,0,2,2
Blk+96+COMMONWEALTH+CRES+Singapore,0.5317795012187694,EW20,730,9.383333333,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,38,2,60,60,32,5,7,2,8,0,21,34,5,0,1,0
Blk+86+COMMONWEALTH+CL+Singapore,0.2522136361927664,EW20,452,6.183333332999999,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,43,3,60,60,35,5,7,6,10,1,31,60,13,0,3,2
Blk+113+COMMONWEALTH+CRES+Singapore,0.4874940567266081,EW20,1115,15.9,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,42,4,60,60,38,5,7,3,9,1,28,47,16,3,2,0
Blk+82+COMMONWEALTH+CL+Singapore,0.317458320642626,EW20,796,10.05,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,43,2,60,60,32,5,6,6,9,1,31,47,10,0,2,2
Blk+102+COMMONWEALTH+CRES+Singapore,0.6192280064141732,CC21,869,10.76666667,Holland Village,False,False,False,False,False,False,False,True,False,False,MRT,1,1,CC,,,8/10/2011,,,False,False,False,0,36,2,60,60,32,4,7,2,8,0,21,35,6,0,1,0
Blk+111+COMMONWEALTH+CRES+Singapore,0.4398733271465475,EW20,586,7.8666666670000005,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,43,4,60,60,37,5,7,3,10,1,24,38,13,0,1,0
Blk+89+COMMONWEALTH+DR+Singapore,0.3630543373077405,EW20,502,6.75,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,46,3,60,60,36,5,7,2,9,1,24,40,13,0,2,1
Blk+108+COMMONWEALTH+CRES+Singapore,0.507599053985899,CC21,1001,12.83333333,Holland Village,False,False,False,False,False,False,False,True,False,False,MRT,1,1,CC,,,8/10/2011,,,False,False,False,0,37,3,60,60,36,5,7,2,7,0,28,43,13,2,2,0
Blk+109+COMMONWEALTH+CRES+Singapore,0.544909563845275,CC21,1019,13.08333333,Holland Village,False,False,False,False,False,False,False,True,False,False,MRT,1,1,CC,,,8/10/2011,,,False,False,False,0,39,3,60,60,36,5,7,2,7,0,25,41,12,2,1,0
Blk+411+COMMONWEALTH+AVE+WEST+Singapore,0.7226016045530319,EW23,925,11.88333333,Clementi,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,True,False,False,1,52,2,60,60,60,9,15,4,17,0,11,20,11,1,5,2
Blk+91+COMMONWEALTH+DR+Singapore,0.4325100793153732,EW20,560,7.416666667,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,43,2,60,60,36,5,7,2,9,1,23,36,14,0,1,0
Blk+94+COMMONWEALTH+DR+Singapore,0.4499915017840989,EW20,683,8.816666667,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,38,2,60,60,34,4,7,2,9,1,23,36,8,0,1,0
Blk+112+COMMONWEALTH+CRES+Singapore,0.4699676008776252,EW20,1110,15.83333333,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,42,4,60,60,37,5,7,3,9,1,26,40,15,2,1,0
Blk+99+COMMONWEALTH+CRES+Singapore,0.6167089174692706,EW20,852,10.96666667,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,38,2,60,60,31,4,7,2,8,0,21,35,7,0,1,0
Blk+92+COMMONWEALTH+DR+Singapore,0.4352529955153568,EW20,595,7.816666667000001,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,41,2,60,60,35,5,7,2,9,1,23,36,10,0,1,0
Blk+7A+COMMONWEALTH+AVE+Singapore,0.5296938532257299,EW21 CC22,707,9.733333333,Buona Vista,False,True,False,False,False,False,False,True,False,False,MRT,2,2,EW,CC,,12/3/1988,8/10/2011,,False,True,False,1,42,4,60,60,49,8,13,5,12,1,38,60,17,4,5,0
Blk+51+COMMONWEALTH+DR+Singapore,0.2805271496042013,EW20,741,9.566666667,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,45,4,60,60,53,4,9,8,11,1,37,60,12,0,3,2
Blk+50+COMMONWEALTH+DR+Singapore,0.2023951397321309,EW20,471,6.466666667,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,42,2,60,60,43,1,5,9,13,1,30,55,12,0,3,2
Blk+53+COMMONWEALTH+DR+Singapore,0.19182195353428155,EW20,408,5.65,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,43,4,60,60,53,6,8,8,10,1,33,59,13,0,3,2
Blk+52+COMMONWEALTH+DR+Singapore,0.1599846034334578,EW20,413,5.9,Commonwealth,False,True,False,False,False,False,False,False,False,False,MRT,1,1,EW,,,12/3/1988,,,False,False,False,0,43,2,60,60,45,3,7,8,12,1,30,55,12,0,3,2
Blk+174+ANG+MO+KIO+AVE+4+Singapore,1.0019353029409772,TE5,1467,18.56666667,Lentor,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,52,0,50,60,49,2,10,8,11,0,16,60,16,1,4,1
Blk+541+ANG+MO+KIO+AVE+10+Singapore,0.8105070177145463,NS16,1157,14.33333333,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,50,1,57,60,51,7,11,6,18,0,22,60,19,0,5,3
Blk+163+ANG+MO+KIO+AVE+4+Singapore,1.1074143719743113,TE5,1309,16.41666667,Lentor,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,53,0,51,60,52,4,11,9,14,0,16,60,16,1,4,1
Blk+446+ANG+MO+KIO+AVE+10+Singapore,0.6672083758900774,NS16,937,11.68333333,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,53,1,60,60,60,8,17,8,14,0,15,60,23,2,4,4
Blk+557+ANG+MO+KIO+AVE+10+Singapore,0.9231362425176896,NS16,1238,15.33333333,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,51,1,45,60,42,2,8,8,15,0,26,60,15,2,7,5
Blk+603+ANG+MO+KIO+AVE+5+Singapore,0.4820551137542901,TE5,666,8.216666667,Lentor,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,46,0,24,60,34,3,7,4,13,0,4,13,10,0,0,1
Blk+709+ANG+MO+KIO+AVE+8+Singapore,0.2500739527461734,NS16,600,7.6166666670000005,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,55,1,60,60,60,13,16,12,17,1,36,60,27,9,7,2
Blk+333+ANG+MO+KIO+AVE+1+Singapore,0.9846289921683121,NS16,1241,15.75,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,45,1,60,60,60,6,11,7,14,0,19,60,15,0,3,3
Blk+109+ANG+MO+KIO+AVE+4+Singapore,1.027355837840192,TE7,1641,20.23333333,Bright Hill,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,43,0,48,60,51,3,11,12,12,0,15,60,19,0,5,0
Blk+564+ANG+MO+KIO+AVE+3+Singapore,1.086988767370537,NS16,1180,14.68333333,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,52,0,51,60,52,5,10,7,12,0,12,58,13,2,4,3
Blk+218+ANG+MO+KIO+AVE+1+Singapore,0.7616152357739584,TE7,1280,15.85,Bright Hill,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,47,0,60,60,60,10,19,12,14,0,8,58,10,1,1,3
Blk+556+ANG+MO+KIO+AVE+10+Singapore,0.9338703067143862,NS16,1468,18.25,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,50,1,45,60,41,2,8,8,15,0,25,60,13,1,6,5
Blk+156+ANG+MO+KIO+AVE+4+Singapore,0.8870326424411711,NS15,1217,14.73333333,Yio Chu Kang,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,54,1,47,60,54,8,11,6,12,0,10,60,17,2,5,3
Blk+471+ANG+MO+KIO+AVE+10+Singapore,1.070599439120909,NS16,1299,15.96666667,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,43,0,49,60,47,4,9,8,12,0,18,60,20,1,3,0
Blk+434+ANG+MO+KIO+AVE+10+Singapore,0.4670892395822537,NS16,622,7.8666666670000005,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,56,1,60,60,60,11,18,9,13,1,12,60,21,2,3,5
Blk+560+ANG+MO+KIO+AVE+10+Singapore,1.0704308965377034,NS16,1307,15.85,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,48,0,44,60,53,5,9,7,13,0,22,60,12,2,3,3
Blk+332+ANG+MO+KIO+AVE+1+Singapore,0.9610671214761746,NS16,1078,13.9,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,46,1,60,60,60,6,11,6,14,0,19,60,15,0,3,3
Blk+421+ANG+MO+KIO+AVE+10+Singapore,0.6250470834737616,NS16,698,8.666666667000001,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,51,1,60,60,60,9,17,10,13,0,29,60,26,2,4,1
Blk+506+ANG+MO+KIO+AVE+8+Singapore,0.4951146305867016,NS16,846,10.5,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,53,2,60,60,60,10,13,8,16,1,24,60,20,5,4,2
Blk+631+ANG+MO+KIO+AVE+4+Singapore,0.5206356467424128,NS15,664,7.8666666670000005,Yio Chu Kang,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,54,1,31,60,44,2,6,5,20,0,10,60,12,1,2,0
Blk+153+ANG+MO+KIO+AVE+5+Singapore,0.6590799690193379,NS15,1224,15.25,Yio Chu Kang,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,58,1,54,60,60,8,11,4,18,0,11,60,11,2,3,4
Blk+442+ANG+MO+KIO+AVE+10+Singapore,0.7826643573823869,NS16,966,11.61666667,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,49,1,60,60,55,6,14,9,11,0,18,60,24,2,4,2
Blk+558+ANG+MO+KIO+AVE+10+Singapore,1.0756382971515717,NS16,1358,16.76666667,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,48,0,43,60,49,5,9,7,16,0,22,60,11,1,3,3
Blk+212+ANG+MO+KIO+AVE+3+Singapore,0.8978800814114947,NS16,1310,16.68333333,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,54,1,60,60,58,11,17,12,9,0,10,60,13,1,2,1
Blk+152+ANG+MO+KIO+AVE+5+Singapore,0.7695578996044151,NS15,1083,13.68333333,Yio Chu Kang,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,60,1,40,60,49,6,9,6,13,0,14,60,19,2,4,2
Blk+331+ANG+MO+KIO+AVE+1+Singapore,0.9004879228534608,NS16,1227,15.75,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,47,1,60,60,60,7,12,9,11,0,22,60,17,0,4,3
Blk+121+ANG+MO+KIO+AVE+3+Singapore,0.6680249344502475,NS16,793,10.26666667,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,57,1,60,60,60,11,15,10,13,0,20,60,22,5,6,1
Blk+130+ANG+MO+KIO+AVE+3+Singapore,0.8701941997449261,NS16,1335,17.3,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,56,1,60,60,60,11,15,10,7,0,11,60,16,1,3,3
Blk+646+ANG+MO+KIO+AVE+6+Singapore,0.2751888630137938,NS15,334,4.183333333,Yio Chu Kang,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,57,1,40,60,54,7,6,4,19,1,9,60,12,1,2,0
Blk+424+ANG+MO+KIO+AVE+3+Singapore,0.19546268199131756,NS16,207,2.766666667,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,58,1,60,60,60,11,18,11,14,1,32,60,26,5,5,4
Blk+412+ANG+MO+KIO+AVE+10+Singapore,0.9204771930633436,NS16,1249,15.4,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,42,1,60,60,50,5,11,9,9,0,22,60,22,2,3,1
Blk+584+ANG+MO+KIO+AVE+3+Singapore,0.4321225174399123,NS16,795,9.416666667000001,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,47,1,60,60,60,11,18,7,16,1,30,60,13,2,6,4
Blk+612+ANG+MO+KIO+AVE+4+Singapore,0.6041160453946914,TE5,862,11.16666667,Lentor,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,54,1,25,60,37,3,6,6,18,0,14,60,12,1,2,0
Blk+562+ANG+MO+KIO+AVE+3+Singapore,1.0542565383364022,NS16,1297,15.7,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,51,0,50,60,54,5,10,8,11,0,20,60,13,2,4,3
Blk+223+ANG+MO+KIO+AVE+1+Singapore,0.6020798077671923,TE7,1031,13.11666667,Bright Hill,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,49,0,34,60,52,5,11,9,12,0,9,60,12,1,4,4
Blk+150+ANG+MO+KIO+AVE+5+Singapore,0.6472643445853647,NS15,1188,14.86666667,Yio Chu Kang,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,58,1,53,60,60,7,11,4,16,0,12,60,12,2,3,4
Blk+468+ANG+MO+KIO+AVE+10+Singapore,0.925270640821511,NS16,1264,15.43333333,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,45,1,60,60,51,3,14,9,9,0,20,60,23,2,4,1
Blk+177+ANG+MO+KIO+AVE+4+Singapore,0.9349664109826704,TE5,1203,15.61666667,Lentor,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,52,1,43,60,47,3,9,7,13,0,12,60,18,1,4,1
Blk+415+ANG+MO+KIO+AVE+10+Singapore,0.7528406478292252,NS16,1285,15.91666667,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,49,1,60,60,60,6,14,9,11,0,22,60,23,2,3,1
Blk+254+ANG+MO+KIO+AVE+4+Singapore,1.0682416014540224,TE7,1475,18.06666667,Bright Hill,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,41,0,38,60,45,2,11,11,15,0,10,42,15,0,5,0
Blk+207+ANG+MO+KIO+AVE+1+Singapore,0.8359460823298749,NS16,1044,13.7,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,49,1,60,60,60,12,15,14,12,0,7,60,12,1,1,2
Blk+432+ANG+MO+KIO+AVE+10+Singapore,0.4772171609746583,NS16,660,8.283333333,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,54,1,60,60,60,11,18,9,15,1,11,60,20,2,4,5
Blk+117+ANG+MO+KIO+AVE+4+Singapore,1.1869949381105305,TE5,1554,19.28333333,Lentor,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,48,0,43,60,47,3,10,8,13,0,13,60,16,1,4,1
Blk+428+ANG+MO+KIO+AVE+3+Singapore,0.54324412429195,NS16,758,9.316666667,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,55,1,60,60,60,11,18,8,17,0,29,60,21,2,6,4
Blk+573+ANG+MO+KIO+AVE+3+Singapore,0.5882493387822789,NS16,733,8.583333332999999,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,56,1,60,60,60,11,16,7,18,0,27,60,15,2,7,3
Blk+418+ANG+MO+KIO+AVE+10+Singapore,0.7348355274902679,NS16,1267,15.71666667,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,49,1,60,60,60,6,15,9,10,0,22,60,24,2,4,1
Blk+234+ANG+MO+KIO+AVE+3+Singapore,0.6883524455742939,TE7,1234,15.25,Bright Hill,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,42,0,32,60,46,4,12,9,17,0,15,60,12,1,3,4
Blk+648+ANG+MO+KIO+AVE+5+Singapore,0.3981893990692077,NS15,517,6.6333333329999995,Yio Chu Kang,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,57,1,45,60,60,7,9,4,19,1,9,60,11,1,2,2
Blk+253A+ANG+MO+KIO+ST+21+Singapore,0.9885509382624436,TE7,1423,17.45,Bright Hill,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,40,0,34,60,44,2,11,10,13,0,10,36,8,0,4,1
Blk+324+ANG+MO+KIO+AVE+3+Singapore,0.3573006780684108,NS16,469,6.233333332999999,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,52,1,60,60,60,10,12,13,16,1,36,60,27,8,8,1
Blk+596B+ANG+MO+KIO+ST+52+Singapore,0.2582625382453911,NS16,645,8.2,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,58,1,60,60,60,11,16,8,18,1,32,60,22,9,9,3
Blk+439+ANG+MO+KIO+AVE+10+Singapore,0.573447558909026,NS16,799,10.28333333,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,54,1,60,60,60,10,17,9,14,0,23,60,30,2,5,1
Blk+306+ANG+MO+KIO+AVE+1+Singapore,0.6262554838598869,NS16,920,11.98333333,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,48,1,60,60,60,11,15,11,11,0,20,60,17,2,3,3
Blk+729+ANG+MO+KIO+AVE+6+Singapore,0.4016567124965658,NS16,547,6.8833333329999995,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,55,1,60,60,60,11,15,7,14,1,36,60,25,9,7,3
Blk+315B+ANG+MO+KIO+ST+31+Singapore,0.6958449640409303,NS16,1019,13.08333333,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,47,1,60,60,60,11,15,10,8,0,12,60,12,0,2,4
Blk+700C+ANG+MO+KIO+AVE+6+Singapore,0.3547714685448265,NS16,513,6.4,Ang Mo Kio,True,False,False,False,False,False,False,False,False,False,MRT,1,1,NS,,,7/11/1987,,,True,False,False,1,50,1,60,60,58,11,14,12,14,1,35,60,27,9,7,1
Blk+620+BEDOK+RESERVOIR+RD+Singapore,0.12874622989202844,DT29,350,4.733333333,Bedok North,False,False,False,False,False,False,False,False,True,False,MRT,1,1,DT,,,21/10/2017,,,False,False,False,0,44,1,18,60,36,4,6,6,8,1,4,39,10,1,3,0
Blk+38+BEDOK+STH+RD+Singapore,0.8941164273357712,TE29,1612,20.7,Bayshore,False,False,False,False,False,False,False,False,False,True,MRT,1,0,TE,,,TBA,,,False,False,False,0,46,0,36,60,59,1,16,7,9,0,11,60,18,0,5,3
Blk+504+BEDOK+NTH+ST+3+Singapore,0.52370702422537,DT30,696,8.833333332999999,Bedok Reservoir,False,False,False,False,False,False,False,False,True,False,MRT,1,1,DT,,,21/10/2017,,,False,False,False,0,57,2,60,60,60,6,18,6,18,0,7,58,18,0,3,0
